Gene ID	source_id	Computed GO Component IDs	Computed GO Function IDs	Computed GO Process IDs	Curated GO Component IDs	Curated GO Function IDs	Curated GO Process IDs
PF3D7_0204600	PF3D7_0204600.1	N/A	GO:0008409;GO:0004527;GO:0003676	GO:0000956	GO:0020011;GO:0005634	GO:0004534;GO:0003723	GO:0000956
PF3D7_0204700	PF3D7_0204700.1	GO:0016021;GO:0016020	GO:0022857	GO:0055085	GO:0009986;GO:0020020;GO:0005887;GO:0005634;GO:0005886	GO:0055056;GO:0005353;GO:0005355;GO:0015149	GO:0015755;GO:1904659;GO:0008645;GO:0009410
PF3D7_0204800	PF3D7_0204800.1	N/A	GO:0008408;GO:0008852;GO:0008853;GO:0003676	GO:0006139	GO:0005739	GO:0008408	N/A
PF3D7_0204900	PF3D7_0204900.1	GO:0031314	GO:0043333;GO:0008168	GO:0032259	GO:0005759;GO:0005739;GO:0044310	GO:0043334;GO:0008168;GO:0030580	GO:1901663;GO:0006744
PF3D7_0205000	PF3D7_0205000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0205100	PF3D7_0205100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0205200	PF3D7_0205200.1	N/A	N/A	N/A	GO:0005829	N/A	N/A
PF3D7_0205300	PF3D7_0205300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0205400	PF3D7_0205400.1	N/A	N/A	N/A	GO:0070390	GO:0003723;GO:0003690	GO:0071033;GO:0016973;GO:0000973;GO:0006368
PF3D7_0205500	PF3D7_0205500.1	GO:0030880	GO:0000166	GO:0006352;GO:0044237	GO:0000932;GO:0005665;GO:0005634	GO:0003899;GO:0031369	GO:0031990;GO:0000288;GO:0045948;GO:0034402;GO:0006366;GO:0006367
PF3D7_0205600	PF3D7_0205600.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_0205700	PF3D7_0205700.1	N/A	GO:0003723;GO:0003676	N/A	N/A	N/A	N/A
PF3D7_0205700	PF3D7_0205700.2	N/A	GO:0003723;GO:0003676	N/A	N/A	N/A	N/A
PF3D7_0205800	PF3D7_0205800.1	N/A	N/A	N/A	GO:0005737	GO:0008289	N/A
PF3D7_0205900	PF3D7_0205900.1	GO:0000502	GO:0030234	GO:0042176	GO:0005634;GO:0005838;GO:0008540;GO:0034515	N/A	GO:0043161;GO:0006511
PF3D7_0206000	PF3D7_0206000.1	GO:0005739	GO:0003677;GO:0003824;GO:0140078;GO:0016788;GO:0046872;GO:0004518	N/A	GO:0000781;GO:0000112	GO:0017108;GO:0003684;GO:0004519;GO:0048256;GO:0000014	GO:0006281;GO:0006295
PF3D7_0206100	PF3D7_0206100.1	N/A	N/A	N/A	GO:0020011	GO:0031071;GO:0008047;GO:0005515	N/A
PF3D7_0206200	PF3D7_0206200.1	GO:0016021	GO:0022857	GO:0055085	GO:0031410;GO:0020009;GO:0044310;GO:0005886	GO:0015233	GO:0071976;GO:0035891;GO:0015887
PF3D7_0206300	PF3D7_0206300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0206500	PF3D7_0206500.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_0206600	PF3D7_0206600.1	GO:0005730	GO:0003899;GO:0003676;GO:0008270	GO:0042779;GO:0006351	GO:0005666	GO:0003700;GO:0001056	GO:0006386;GO:0006383
PF3D7_0206700	PF3D7_0206700.1	N/A	GO:0070626;GO:0004018;GO:0003824	GO:0044208;GO:0006189;GO:0006188;GO:0009152	GO:0020036;GO:0005634	GO:0004018	GO:0006163
PF3D7_0206800	PF3D7_0206800.1	GO:0031225;GO:0005886	N/A	GO:0007155	GO:0046658;GO:0016021;GO:0005887;GO:0016020;GO:0005634;GO:0005886	N/A	N/A
PF3D7_0206900	PF3D7_0206900.1	N/A	N/A	N/A	GO:0005886	N/A	N/A
PF3D7_0206900	PF3D7_0206900.2	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0207000	PF3D7_0207000.1	N/A	N/A	N/A	GO:0020036;GO:0046658;GO:0016021;GO:0005886	N/A	N/A
PF3D7_0207100	PF3D7_0207100.1	N/A	N/A	N/A	GO:0005737;GO:0016020	N/A	N/A
PF3D7_0207200	PF3D7_0207200.1	N/A	GO:0051536;GO:0005198	GO:0097428	GO:0005739	GO:0051537;GO:0051539;GO:0005506	GO:0016226;GO:0051604;GO:0106035
PF3D7_0207300	PF3D7_0207300.1	N/A	GO:0008234	GO:0006508	GO:0005615;GO:0005764	GO:0004197	GO:0051603
PF3D7_0207400	PF3D7_0207400.1	N/A	GO:0008234	GO:0006508	GO:0005615;GO:0005764	GO:0004197;GO:0008234	GO:0002377;GO:0006508;GO:0051603;GO:0050776
PF3D7_0207500	PF3D7_0207500.1	GO:0016020;GO:0020005	GO:0008234	GO:0006508	GO:0005615;GO:0005764;GO:0005634;GO:0020003	GO:0004197;GO:0008234;GO:0005515	GO:0035891;GO:0002377;GO:0006508;GO:0051603;GO:0050776
PF3D7_0207600	PF3D7_0207600.1	GO:0005886	GO:0008234;GO:0008236	GO:0006508	GO:0005615;GO:1903561;GO:0005764;GO:0005634;GO:0020004;GO:0020003	GO:0004197;GO:0008234;GO:0019900;GO:0008233;GO:0005515	GO:0035891;GO:0002377;GO:0006508;GO:0051603;GO:0050776
PF3D7_0207700	PF3D7_0207700.1	N/A	GO:0008234	GO:0006508	GO:0005615;GO:0005764;GO:0020003	GO:0004197;GO:0008234	GO:0002377;GO:0006508;GO:0051603;GO:0050776
PF3D7_0207800	PF3D7_0207800.1	N/A	GO:0008234	GO:0006508	GO:0005615;GO:0005764	GO:0004197;GO:0008234	GO:0002377;GO:0006508;GO:0051603;GO:0050776
PF3D7_0207900	PF3D7_0207900.1	N/A	GO:0008234	GO:0006508	GO:0005615;GO:0005764	GO:0004197;GO:0008234	GO:0002377;GO:0006508;GO:0051603;GO:0050776
PF3D7_0208000	PF3D7_0208000.1	N/A	GO:0008234	GO:0006508	GO:0005615;GO:0005764	GO:0004197;GO:0008234	GO:0002377;GO:0006508;GO:0051603;GO:0050776
PF3D7_0208100	PF3D7_0208100.1	N/A	GO:0005544	N/A	GO:0005634;GO:0005886	GO:0005509;GO:0005544	GO:0065002;GO:0010828;GO:0090314;GO:0031340;GO:0072659
PF3D7_0208200	PF3D7_0208200.1	N/A	GO:0003723	GO:0006364	GO:0005730;GO:0005634;GO:0030688;GO:0032040	N/A	GO:0006364;GO:0042274
PF3D7_0208300	PF3D7_0208300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0208400	PF3D7_0208400.1	GO:0016021	N/A	N/A	N/A	GO:0016791	GO:0016311
PF3D7_0208500	PF3D7_0208500.1	N/A	N/A	GO:0006633	GO:0020011	GO:0000035;GO:0000036;GO:0008897	N/A
PF3D7_0208600	PF3D7_0208600.1	N/A	N/A	GO:0006412	GO:0020011;GO:0005739	GO:0043023	GO:0032790;GO:0006412
PF3D7_0208700	PF3D7_0208700.1	GO:0005634	N/A	N/A	N/A	N/A	N/A
PF3D7_0208800	PF3D7_0208800.1	N/A	N/A	N/A	GO:0005829;GO:0005886	N/A	N/A
PF3D7_0208900	PF3D7_0208900.1	GO:0016021	N/A	N/A	GO:0046658;GO:0009986;GO:0005737	N/A	GO:0044409
PF3D7_0209000	PF3D7_0209000.1	N/A	N/A	N/A	GO:0046658;GO:0009986;GO:0005886	GO:0005515	GO:0044409;GO:0009405
PF3D7_0209100	PF3D7_0209100.1	N/A	GO:0004623;GO:0102567;GO:0102568	GO:0016042;GO:0006629	GO:0005829	GO:0004623;GO:0004620	GO:0006644
PF3D7_0209200	PF3D7_0209200.1	N/A	GO:0016787	N/A	GO:0000177;GO:0000178;GO:0000176;GO:0005730;GO:0044310	N/A	GO:0034475;GO:0071028;GO:0034427;GO:0071051;GO:0016075
PF3D7_0209300	PF3D7_0209300.1	GO:0016021	GO:0008685;GO:0046872	GO:0019288;GO:0016114	GO:0020011	GO:0008685	N/A
PF3D7_0209400	PF3D7_0209400.1	N/A	GO:0046872;GO:0051998	N/A	N/A	GO:0016791	GO:2001020
PF3D7_0209500	PF3D7_0209500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0209600	PF3D7_0209600.1	GO:0016021	GO:0015293	N/A	GO:0016020;GO:0005886	N/A	GO:0035725
PF3D7_0209700	PF3D7_0209700.1	N/A	N/A	N/A	GO:0005829;GO:0005634	GO:0004842	GO:0007093;GO:0016567;GO:0006511
PF3D7_0209800	PF3D7_0209800.1	N/A	GO:0005524;GO:0004386;GO:0003676	N/A	GO:0036396;GO:0005737;GO:0005634	GO:0003723;GO:0003724	N/A
PF3D7_0209900	PF3D7_0209900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0210000	PF3D7_0210000.1	GO:0016021;GO:0016020	GO:0015450	GO:0006886;GO:0006605;GO:0015031	GO:0005784;GO:0071261;GO:0005789	GO:0008320	GO:0031204;GO:0043952
PF3D7_0210100	PF3D7_0210100.1	GO:0005840	GO:0046872;GO:0003735	GO:0006412	GO:0005634	N/A	N/A
PF3D7_0210100	PF3D7_0210100.2	GO:0005840	GO:0003735	GO:0006412	N/A	N/A	N/A
PF3D7_0210200	PF3D7_0210200.1	N/A	N/A	N/A	GO:0005730;GO:0005634	N/A	N/A
PF3D7_0210300	PF3D7_0210300.1	N/A	GO:0022857	GO:0055085	GO:0016021;GO:0016020	GO:0008028	GO:0015718
PF3D7_0210400	PF3D7_0210400.1	GO:0005840	GO:0003735	GO:0006412	GO:0005739	N/A	N/A
PF3D7_0210500	PF3D7_0210500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0210600	PF3D7_0210600.1	N/A	N/A	N/A	GO:0045177;GO:0020008;GO:0033016	GO:0008289	GO:0044409
PF3D7_0210700	PF3D7_0210700.1	GO:0016020	N/A	GO:0016192	GO:0031201;GO:0012505;GO:0016021;GO:0005886	GO:0005484;GO:0000149	GO:0006887;GO:0006886;GO:0048278;GO:0006906;GO:0016192
PF3D7_0210800	PF3D7_0210800.1	N/A	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_0210900	PF3D7_0210900.1	N/A	N/A	N/A	GO:0036396;GO:0005634	N/A	GO:0006412
PF3D7_0211000	PF3D7_0211000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0211100	PF3D7_0211100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0211200	PF3D7_0211200.1	N/A	GO:0005525;GO:0003924	N/A	GO:0030139;GO:0012505;GO:0005768	GO:0003924;GO:0005515	GO:0006886;GO:0032889;GO:0007264
PF3D7_0211300	PF3D7_0211300.1	GO:0005739	N/A	N/A	GO:0005739	N/A	GO:0034551;GO:0070131
PF3D7_0211400	PF3D7_0211400.1	N/A	GO:0004315;GO:0016746	GO:0006633	GO:0020011	GO:0033818;GO:0005504	GO:0006633;GO:0006631
PF3D7_0211500	PF3D7_0211500.1	GO:0016021	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_0211600	PF3D7_0211600.1	GO:0016021;GO:0031965	GO:0004577	GO:0006488	GO:0043541	GO:0004577	GO:0006488
PF3D7_0211700	PF3D7_0211700.1	N/A	GO:0005524;GO:0004672	GO:0006468	GO:0005737;GO:1903561;GO:0005739	GO:0004672	GO:0006468;GO:0007165
PF3D7_0211800	PF3D7_0211800.1	N/A	GO:0005524;GO:0004812;GO:0004816;GO:0003676;GO:0000166	GO:0006421;GO:0006418	GO:0005634	GO:0004816	GO:0006421
PF3D7_0211900	PF3D7_0211900.1	N/A	GO:0003723;GO:0009982	GO:0009451;GO:0001522	N/A	N/A	N/A
PF3D7_0212000	PF3D7_0212000.1	N/A	N/A	N/A	GO:0005794	GO:0015297;GO:0022857	N/A
PF3D7_0212100	PF3D7_0212100.1	N/A	N/A	N/A	GO:0034399;GO:0005634	N/A	N/A
PF3D7_0212200	PF3D7_0212200.1	GO:0005840	GO:0003735	GO:0006412	GO:0022625;GO:0005739;GO:0005634	GO:0003735	GO:0006412
PF3D7_0212300	PF3D7_0212300.1	N/A	GO:0003747	GO:0006415	GO:0005829;GO:0005634;GO:0018444	GO:1990825;GO:0003747;GO:0016149	GO:0002184;GO:0006449
PF3D7_0212400	PF3D7_0212400.1	GO:0016021	N/A	N/A	GO:0034399	N/A	N/A
PF3D7_0212500	PF3D7_0212500.1	GO:0016021	N/A	N/A	GO:0034399	N/A	N/A
PF3D7_0212600	PF3D7_0212600.1	N/A	N/A	N/A	GO:0045177;GO:0009986;GO:0020009;GO:0020008	N/A	GO:0098609
PF3D7_0212700	PF3D7_0212700.1	N/A	N/A	N/A	GO:0005737;GO:0005634	N/A	GO:0007623;GO:0007017
PF3D7_0212800	PF3D7_0212800.1	GO:0016020	GO:0015297;GO:0042910	GO:0055085	GO:0016020	GO:0022857	GO:0009410
PF3D7_0212900	PF3D7_0212900.1	N/A	GO:0004057;GO:0008914	GO:0030163	GO:0005737	GO:0004057;GO:0003824;GO:0008914	GO:0016598
PF3D7_0213000	PF3D7_0213000.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_0213100	PF3D7_0213100.1	N/A	GO:0051082	GO:0006457	GO:0020036;GO:0005829;GO:0005634	GO:0051087;GO:0051082	GO:0051085;GO:0006457;GO:0009408;GO:0006986
PF3D7_0213200	PF3D7_0213200.1	N/A	N/A	N/A	GO:0005739;GO:0045273	N/A	N/A
PF3D7_0213300	PF3D7_0213300.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_0213400	PF3D7_0213400.1	N/A	GO:0005524;GO:0004672	GO:0006468	GO:0005737	GO:0004708;GO:0004672	GO:0006468;GO:0020014
PF3D7_0213500	PF3D7_0213500.1	N/A	GO:0005515	N/A	N/A	GO:0051879	N/A
PF3D7_0213600	PF3D7_0213600.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_0213700	PF3D7_0213700.1	N/A	N/A	N/A	GO:0005737;GO:0005739	N/A	N/A
PF3D7_0213800	PF3D7_0213800.1	N/A	N/A	N/A	GO:0020007;GO:0045177	N/A	N/A
PF3D7_0213900	PF3D7_0213900.1	N/A	N/A	N/A	GO:0005829	N/A	N/A
PF3D7_0214000	PF3D7_0214000.1	N/A	GO:0005524;GO:0051082	GO:0006457	GO:0020036;GO:0045177;GO:0005832;GO:0005829;GO:0030430;GO:0005634	GO:0005515;GO:0051082	GO:0006457
PF3D7_0214100	PF3D7_0214100.1	GO:0000139	GO:0005515	GO:0006888	GO:0030127;GO:0030134;GO:0020036;GO:0070971;GO:0030430	GO:0005198	GO:0090114;GO:0090110;GO:0007029;GO:0006888;GO:0006886;GO:0044053
PF3D7_0214200	PF3D7_0214200.1	GO:0005840	GO:0003735	GO:0006412	GO:0022625;GO:0005762;GO:0005739;GO:0005840	GO:0003729;GO:0003735	GO:0017148
PF3D7_0214300	PF3D7_0214300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0214400	PF3D7_0214400.1	N/A	N/A	GO:0042274	GO:0005829;GO:0005634;GO:0030688	N/A	GO:0042274;GO:0000056
PF3D7_0214500	PF3D7_0214500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0214600	PF3D7_0214600.1	N/A	GO:0005524;GO:0004672;GO:0004674	GO:0006468	N/A	GO:0004672	GO:0006468
PF3D7_0214700	PF3D7_0214700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0214800	PF3D7_0214800.1	N/A	N/A	N/A	GO:0016020	N/A	N/A
PF3D7_0214900	PF3D7_0214900.1	N/A	N/A	N/A	GO:1990225;GO:0020003	N/A	GO:0044409
PF3D7_0215000	PF3D7_0215000.1	N/A	GO:0102391	N/A	GO:0005783;GO:0016020	GO:0004467	GO:0006631;GO:0015909
PF3D7_0215100	PF3D7_0215100.1	N/A	N/A	N/A	GO:0005737	GO:0061630	GO:0016567
PF3D7_0215200	PF3D7_0215200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0215300	PF3D7_0215300.1	N/A	GO:0102391	N/A	GO:0005783;GO:0016020	GO:0004467	GO:0006631;GO:0015909
PF3D7_0215400	PF3D7_0215400.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_0215500	PF3D7_0215500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0215600	PF3D7_0215600.1	GO:0016021	N/A	N/A	N/A	GO:0005515	N/A
PF3D7_0215700	PF3D7_0215700.1	GO:0020011	GO:0003677;GO:0003899;GO:0046872;GO:0032549	GO:0006351	GO:0005665;GO:0005634	GO:0003899	GO:0006366
PF3D7_0215800	PF3D7_0215800.1	GO:0005634;GO:0000808	N/A	GO:0006260	GO:0005664;GO:0005656	GO:0005524;GO:0016887;GO:0003688	GO:0006270
PF3D7_0215900	PF3D7_0215900.1	GO:0016021	GO:0016409	N/A	GO:0005794;GO:0005783	GO:0016409;GO:0019706;GO:0008270	GO:0018230;GO:0018345;GO:0006612
PF3D7_0216000	PF3D7_0216000.1	N/A	GO:0005524;GO:0003724	N/A	GO:0016514;GO:0005634	GO:0008094;GO:0003677;GO:0003678	GO:0043044;GO:0006338;GO:0045944
PF3D7_0216100	PF3D7_0216100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0216200	PF3D7_0216200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0216300	PF3D7_0216300.1	GO:0016021	N/A	N/A	GO:0005634	GO:0042393	GO:2000779
PF3D7_0216400	PF3D7_0216400.1	N/A	N/A	GO:0006904;GO:0016192	GO:0000139;GO:0005737	N/A	GO:0098657;GO:0006886;GO:0015031;GO:0016192
PF3D7_0216500	PF3D7_0216500.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_0216600	PF3D7_0216600.1	GO:0016021	N/A	GO:0008643	GO:0016020	N/A	N/A
PF3D7_0216700	PF3D7_0216700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0216700	PF3D7_0216700.2	N/A	N/A	N/A	N/A	GO:0005515	N/A
PF3D7_0216800	PF3D7_0216800.1	N/A	N/A	N/A	GO:0005615;GO:0016020	N/A	N/A
PF3D7_0216900	PF3D7_0216900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0217000	PF3D7_0217000.1	N/A	N/A	N/A	GO:0016020	N/A	N/A
PF3D7_0217100	PF3D7_0217100.1	GO:0045261	GO:0005524;GO:0032559;GO:0016787;GO:0046933	GO:0046034;GO:0015986;GO:1902600	GO:0005739;GO:0005886;GO:0045261	GO:0043531;GO:0005524;GO:0046933	GO:0015986
PF3D7_0217200	PF3D7_0217200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0217300	PF3D7_0217300.1	GO:0030122;GO:0030117	GO:0035615	GO:0072583;GO:0006886;GO:0015031;GO:0016192	GO:0030131;GO:0043231	GO:0005515	GO:0006886;GO:0016192
PF3D7_0217400	PF3D7_0217400.1	GO:0016021	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_0217500	PF3D7_0217500.1	N/A	GO:0005524;GO:0005509;GO:0004672	GO:0006468	GO:0005737;GO:0016020;GO:0005634;GO:0005886;GO:0020004;GO:0020003;GO:0020005	GO:0071889;GO:0009931;GO:0005516;GO:0005515;GO:0004674	GO:0044409;GO:0035891;GO:0035556;GO:0018105;GO:0046777;GO:0006468;GO:0042493;GO:0009410
PF3D7_0217600	PF3D7_0217600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0217700	PF3D7_0217700.1	N/A	N/A	N/A	GO:0005634	N/A	GO:0008284
PF3D7_0217800	PF3D7_0217800.1	GO:0005840	GO:0003735	GO:0006412	GO:0022627;GO:0005634	GO:0003729;GO:0003735	GO:0006412
PF3D7_0217900	PF3D7_0217900.1	N/A	N/A	N/A	GO:0005739	GO:0047617	GO:0006637
PF3D7_0218000	PF3D7_0218000.1	N/A	GO:0005524;GO:0003677	GO:0006260	GO:0005663;GO:0005634	GO:0003723	GO:0006281;GO:0006260;GO:0006261
PF3D7_0218100	PF3D7_0218100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0218200	PF3D7_0218200.1	N/A	N/A	N/A	GO:0005829	GO:0008989	GO:0000027
PF3D7_0218300	PF3D7_0218300.1	N/A	GO:0003723;GO:0008173;GO:0008168	GO:0006396	GO:0020011	GO:0008989	GO:0000027
PF3D7_0218400	PF3D7_0218400.1	N/A	GO:0005524;GO:0004386;GO:0003676	N/A	GO:0005634	GO:0003724	GO:0006364
PF3D7_0218500	PF3D7_0218500.1	GO:0030532	N/A	GO:0008380	GO:0005685;GO:0005686;GO:0046540;GO:0005682;GO:0071013;GO:0071011;GO:0005681	GO:0003723	GO:0008380;GO:0000375;GO:0000387
PF3D7_0218600	PF3D7_0218600.1	N/A	GO:0016787	GO:0016042	GO:0005737;GO:0005811;GO:0016020	GO:0016298;GO:0004806	GO:0055088;GO:0006629;GO:0019433
PF3D7_0218700	PF3D7_0218700.1	GO:0005681	N/A	GO:0000398	GO:0005634	N/A	N/A
PF3D7_0218800	PF3D7_0218800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0218900	PF3D7_0218900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0219000	PF3D7_0219000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0219100	PF3D7_0219100.1	N/A	GO:0016491;GO:0047131	GO:0055114	GO:0005811;GO:0005739;GO:0005886	N/A	GO:0009247
PF3D7_0219200	PF3D7_0219200.1	GO:0005840	GO:0003735	GO:0006412	GO:0022627	GO:0003735	GO:0006412
PF3D7_0219300	PF3D7_0219300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0219400	PF3D7_0219400.1	GO:0005783;GO:0016021	N/A	GO:0015031	N/A	N/A	GO:0030968;GO:0006486
PF3D7_0219500	PF3D7_0219500.1	N/A	GO:0003723;GO:0016866;GO:0009982	GO:0009451;GO:0001522	GO:0020036;GO:0020011	GO:0004730	GO:0000154
PF3D7_0219600	PF3D7_0219600.1	GO:0005663	GO:0005524;GO:0016887;GO:0003677;GO:0003689	GO:0006281;GO:0006260	GO:0005663;GO:0034399;GO:0005634	GO:0003677	GO:0006281;GO:0006260
PF3D7_0219700	PF3D7_0219700.1	N/A	N/A	N/A	GO:0020036;GO:0043657	N/A	N/A
PF3D7_0219800	PF3D7_0219800.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_0219900	PF3D7_0219900.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_0220000	PF3D7_0220000.1	N/A	N/A	N/A	GO:0044228;GO:0020026	N/A	N/A
PF3D7_0220100	PF3D7_0220100.1	N/A	N/A	N/A	GO:0020036	N/A	N/A
PF3D7_0220200	PF3D7_0220200.1	N/A	N/A	N/A	GO:0020036;GO:0043657	N/A	N/A
PF3D7_0220300	PF3D7_0220300.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_0220400	PF3D7_0220400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0220500	PF3D7_0220500.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_0220600	PF3D7_0220600.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_0220700	PF3D7_0220700.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_0220800	PF3D7_0220800.1	N/A	N/A	GO:0020035	GO:0020008	N/A	N/A
PF3D7_0220900	PF3D7_0220900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0221000	PF3D7_0221000.1	GO:0016021	N/A	N/A	GO:0043657;GO:0016020	N/A	N/A
PF3D7_0221100	PF3D7_0221100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0221200	PF3D7_0221200.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_0221300	PF3D7_0221300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0221400	PF3D7_0221400.1	N/A	N/A	N/A	GO:0020036	N/A	GO:0020013
PF3D7_0221500	PF3D7_0221500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0221600	PF3D7_0221600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0221650	PF3D7_0221650.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0221700	PF3D7_0221700.1	N/A	N/A	N/A	GO:0020036;GO:0043657	N/A	N/A
PF3D7_0221800	PF3D7_0221800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0221900	PF3D7_0221900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0222000	PF3D7_0222000.1	N/A	N/A	N/A	GO:0020036	N/A	N/A
PF3D7_0222100	PF3D7_0222100.1	N/A	N/A	N/A	GO:0020036;GO:0016021;GO:0016020;GO:0005634	N/A	GO:0042000
PF3D7_0222200	PF3D7_0222200.1	N/A	N/A	N/A	GO:0020036;GO:0030430	N/A	N/A
PF3D7_0222300	PF3D7_0222300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0222400	PF3D7_0222400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0222500	PF3D7_0222500.1	N/A	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_0222600	PF3D7_0222600.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_0222700	PF3D7_0222700.1	N/A	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_0222800	PF3D7_0222800.1	N/A	N/A	N/A	GO:0020036	N/A	GO:0020013
PF3D7_0222900	PF3D7_0222900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0223100	PF3D7_0223100.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	GO:0046789	GO:0020033;GO:0020035;GO:0042783;GO:0020013
PF3D7_0223200	PF3D7_0223200.1	N/A	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_0223300	PF3D7_0223300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0223400	PF3D7_0223400.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_0223500	PF3D7_0223500.1	GO:0016021	GO:0046789	GO:0009405	GO:0020002;GO:0020030	GO:0050839;GO:0046789	GO:0020033;GO:0098609;GO:0020035;GO:0020013
PF3D7_0300100	PF3D7_0300100.1	GO:0016021	GO:0046789	GO:0009405	N/A	N/A	N/A
PF3D7_0300200	PF3D7_0300200.1	GO:0016021	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_0300300	PF3D7_0300300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0300400	PF3D7_0300400.1	GO:0016021	N/A	N/A	GO:0020036;GO:0033644	N/A	GO:0020013
PF3D7_0300500	PF3D7_0300500.1	GO:0016021	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_0300600	PF3D7_0300600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0300700	PF3D7_0300700.1	GO:0016021	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_0300800	PF3D7_0300800.1	GO:0016021	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_0300900	PF3D7_0300900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0301000	PF3D7_0301000.1	N/A	GO:0102391	N/A	GO:0005783;GO:0016020	GO:0016208;GO:0004467	GO:0006631
PF3D7_0301100	PF3D7_0301100.1	GO:0016021	N/A	N/A	GO:0043657	N/A	N/A
